Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,level,name,msg,file,function,line,topics
1676700438.6939633,5,1676668183,246794700,,2,/publisher_node_7005_1676668181112,Rate modified,driver_string.py,rosPublish,33,"['/vectornav', '/rosout']"
